,Robbery ratio,Theft offences ratio,Criminal damage and arson ratio,Drug offences ratio,Total Employee All (thousands),Total_Threaten_or_is_Homeless
0,-0.4107671797715086,-0.4358198930172885,0.2516802109310346,-0.07857583139760958,-0.7577661663548872,-0.7739798020253835
1,-0.5067827322940223,-0.0876472508311026,0.4553086522776177,-1.2172201573628032,-0.600022035783105,-0.5371229555606732
2,0.08164568934238631,-0.32885105975241635,-0.19401587266645692,-0.4961969872639845,-0.5678889721481122,-0.8924082252577388
3,-0.7892665452351187,-0.5036062138704425,0.26858175493028347,-0.47391929536228444,-0.7037241956960358,-0.8924082252577388
4,-0.40428509650245287,0.17843677185786908,0.3014490699155021,0.052670487353217076,-0.10195954944071793,0.12410240748664313
5,-0.31716007002864055,0.24622871969332633,-0.2266646636826364,0.043587162534400065,0.47789618979074117,0.08956078404387287
6,-0.24069864615758346,-0.026319280610229482,0.00040666939818830196,-0.16511322987494145,-0.38239355934610886,-0.028867639188482303
7,-0.6910025961874289,-0.3863162002205213,0.27738105554529086,-0.9095274440158786,-0.49339868826699274,-0.7197001080438874
8,-0.3448815782901764,-0.20724371903819,-0.06676617341829318,-0.2748793349788617,0.42823600053666167,1.870921650163882
9,0.502456742064742,0.2403007873671312,-0.45491831710969705,0.43853238015114654,0.29532196459191895,1.0320536522680328
10,-0.07805813266945255,0.050507666886485246,-0.4374463647746147,0.014276327304663891,-0.36778762133020304,-0.5617955437340806
11,2.7094623822417425,0.8388226960058273,-1.0175703144197819,1.9485341473262048,0.679458134410241,-0.43349808523236244
12,-0.5315474592454849,0.4198517610120455,-0.2523231887413397,-1.1179138120153138,-0.2290312101790982,-0.5371229555606732
13,-0.43096256013676715,-0.6139831305486989,0.34632093422849,-0.2962584158934601,-0.5678889721481122,-0.5272539202913104
14,-0.6116563586386876,-0.2327171314073704,0.2216413863625369,0.1273322945308799,-0.5562042217353876,-0.7493072138519762
15,-0.7421214108758507,-1.1449323692217372,0.011347242606391618,-0.5453728080754684,-0.36778762133020304,-0.43349808523236244
16,-0.05675198132744722,0.3429341953348687,0.22006086339979464,-0.7054309186204335,0.12151130220264038,1.7376896740274823
17,0.6485022836956199,-0.2877390597378353,-0.1949303019837905,-0.7885032232302056,-0.5313741271083477,-0.43349808523236244
18,0.4153424481004437,-0.42636448068550736,-0.3617989823422587,0.10424549578393968,0.9555103629108602,2.1521891553407255
19,0.19399221473029635,-0.12178241124262425,-0.28014806298436196,-0.34457618177427307,5.537393118500502,4.2888352911578
20,-0.8394837161158055,-1.2022994637491393,0.03939193622234639,2.183536188304981,-0.36778762133020304,-0.43349808523236244
21,-0.48239232477832805,-1.0716791168557547,0.06936431211038302,-0.827994434284419,-0.5751919411560651,-0.25585545038382973
22,-0.3448815782901764,-0.35094715364591794,-0.1341641718665762,-1.311890626998156,-0.3575634647190691,0.12410240748664313
23,-0.31165060380413273,-0.6436709663681541,0.13280850236253672,0.4738530897133268,0.3143096840125966,0.2573343836230427
24,3.4661274274815774,2.2084853415016954,-1.5432979141110046,1.5539808282879375,4.152750194592634,0.03034657242769528
25,4.314910229423053,0.9218454387984681,-1.1890508914748454,2.9042006626740178,0.6458644769736576,0.8494764997848185
26,-0.677767542478885,-0.1421046244710537,0.2443590916130209,-0.46076225428608775,-0.6657487568546809,-0.43349808523236244
27,0.08719524231074004,-0.6430656469880722,-0.18478938528439628,-0.8789364963835153,0.32307324682214,1.194892734212521
28,-0.08349902903870582,-0.7496035121474884,-0.046630437266491895,-0.6520612921966122,-0.4451990928145037,0.1142333722172802
29,-0.37076266545123165,-0.13862247921150553,-0.40740064293725536,-0.2531616651362024,-0.3984600911636052,-0.6259442729849396
30,1.875168831174381,0.9656983393668689,-0.9668912606490978,1.7328114313396852,0.12151130220264038,-0.19664123876765213
31,-0.12083461359964322,1.1462799370799373,-0.8083392863701803,0.3734306881668529,0.7028276352356901,-0.3792183912508663
32,-0.3919432191296164,-0.2068722234044642,0.21754400877922803,-0.9347349776229411,-0.5678889721481122,-0.20157575640233358
33,2.0894812220413486,0.9355317653380679,-1.0331152356071556,1.7260759958833196,0.810911576553393,2.014022661569644
34,0.8833398631466216,0.16387712013786399,-0.7513664298703715,-1.2692764835516217,-0.36778762133020304,1.9646774852228297
35,-0.3044612370723505,-0.9210770888085884,0.1987582408966996,1.4114075963183133,0.36104868566349496,0.22279276018027241
36,-0.2316854321181794,-0.7165457825371473,0.4031447836146456,0.44995277710720866,-0.37801177794133717,0.1142333722172802
37,-0.3448815782901764,-0.20724371903819,-0.06676617341829318,-0.2748793349788617,0.07915408195651355,1.2738450163674244
38,-0.6116563586386876,-0.2327171314073704,0.2216413863625369,0.1273322945308799,-0.6277733180133259,-0.8874737076230572
39,-0.4220554813364505,0.05302377217129952,-0.39956577806015386,0.4037062467237144,-0.6365368808228694,-0.6950275198704802
40,-0.3448815782901764,-0.20724371903819,-0.06676617341829318,-0.2748793349788617,0.6151920071402555,1.5156363804668163
41,2.508306832856445,1.2406266019982222,-1.171672590612237,1.0562992634254986,-0.05375995398822891,-0.13742702715147453
42,2.5022325377543333,6.854136550653983,7.995602593936382,3.7818800885265476,-0.41744781058428276,-0.23611737984510384
43,0.8842932546862519,1.0141307283012215,-0.9430660015792892,0.8712300823231891,-0.04499639117868553,0.1142333722172802
44,-0.5302050000598296,-1.2731057809580042,-0.1363267300702656,-0.4148355195419423,-0.14577736348843534,0.21785824254559097
45,0.18975878494139595,0.3531930426688716,-0.4809717736220142,-0.057723087807181245,0.14780199063127072,-0.11275443897806721
46,1.1017636548694794,0.6911133340797377,-0.5791441864792176,0.529366846920606,0.04702101832152081,-0.27559352092255557
47,-0.4065215798663821,-0.6333916104151212,-0.3503004619220749,-0.372557223171391,-0.4627262184335906,-0.428563567597681
48,-0.12415342266577206,-0.3436607961866832,0.33128416191932325,0.05531822013452731,-0.3604846523222502,-0.43349808523236244
49,-0.1306768143305697,-0.45997448317544887,-0.4671705154772046,0.5640513125885859,-0.46856859363995296,-0.6012716848115323
50,-0.763314066653634,-0.3201370045803631,0.2958631724883096,0.48564303763272776,-0.7490026035453438,-0.43349808523236244
51,2.9743898380382316,1.6072774256357982,-1.0395515473056793,-0.04198557021456636,0.7977662323390777,1.5896541449870383
52,-0.3300169355467091,-0.5628940926590817,-0.18885950582594346,2.3734328587790845,0.3259944344253212,-0.0584747449965711
53,-0.780370783285636,-0.8292284657287549,-0.28239259815804146,-0.08435561932444387,-0.7636085415612496,-0.7295691433132504
54,0.663548483151148,0.7278735120673694,-0.6953235377608243,0.10324048338791511,-0.08005064241685926,-0.5469919908300361
55,-0.5412489139437342,-0.3345851223122876,0.12640376287285301,-0.00851158437990386,-0.26262486761568155,-0.5075158497525845
56,-0.18987004111104996,0.7858885069219972,-0.5272137066804639,-0.6211818741591025,-0.36778762133020304,-0.44830163813640683
57,-0.3641121694085796,-0.09667249437738713,-0.040670944009284116,0.16645198580230633,-0.2640854614172721,-0.2706590032878741
58,0.1509887316895929,-0.4155523014272009,-0.4500960290230935,-0.06694311101621271,-0.027469265559598558,1.0912678638842104
59,2.671974697364659,0.9228191836327435,-1.1892545715141987,1.9593937711825784,1.0533701476174286,2.6653789893475976
60,0.12809768571965585,0.5718389720669577,-0.3660159962419235,-0.0935832380062822,0.34936393525077036,-0.216379309306378
61,-0.6513035390252584,-0.735913901035963,0.09590466674097195,-0.09956193522590506,-0.47148978124313407,-0.43349808523236244
62,-0.12080332976292782,0.5690014897565527,-0.08754791329331842,-0.2950095923495672,-0.6146279737990107,-0.7690452843907021
63,4.350216799739883,1.486064397229265,-1.3327924328040102,0.8614170031895769,0.8737171100217875,1.6538028742378974
64,-0.1641457772971646,-0.4486778937157582,0.44031858794407025,0.16639245381374537,-0.36778762133020304,-0.43349808523236244
65,-0.7070746266190672,-1.043322137884263,0.2606198134111343,-0.23998216437434425,-0.36778762133020304,-0.43349808523236244
66,3.51883159688629,1.2414644315728676,-1.1749458322453827,0.6686909048221963,0.47643559598915064,2.591361224827376
67,-0.7814898264922409,-0.7772794744071512,0.6196711305233598,-0.8716483579983876,-0.36778762133020304,-0.43349808523236244
68,-0.3173961427012928,-0.37511312974865,-0.049710406747138454,-0.8653606775828454,-0.5255317519019855,-0.6654204140623913
69,-0.6532847099930753,-0.050636823596671675,0.2991289729329071,-0.5875219560225771,-0.3692482151317937,-0.6259442729849396
70,-0.23935362399644194,-0.35663309059396237,-0.3334728745340152,-0.5028790964096145,-0.3561028709174785,-0.2706590032878741
71,-0.18141581429057094,-0.48317339290747896,0.4821448327925502,-0.6772080293125681,-0.5284529395051666,-0.280528038557237
72,-0.26572061709814787,-0.5602349601417499,-0.141388027892895,-0.44578642965542936,-0.7825962609819271,-0.4137600146936366
73,1.850533252897794,0.5918203643987452,-0.9722680520022201,2.3922809743278943,0.7524878244897699,1.767296779835571
74,-0.0023518867334523393,-0.4610612291232487,-0.4294213560247899,0.22776700762705138,0.19308039848057856,-0.5223194026566288
75,-0.10655567396528469,-0.4069384179864248,0.20637301124938678,-0.9579675242751706,-0.2392553667902323,-0.280528038557237
76,0.400422824824409,-0.002167519273233553,-0.18177566401600403,-0.8100246632864203,0.23981940013147707,0.10436433694791726
77,0.7863678191428648,0.06581489428768832,-0.6303444696484534,-1.0929368041374836,-0.36778762133020304,0.04515012533173968
78,-0.010819595671925523,-0.22327605331422043,-0.40652963313798773,0.6779186656494999,0.2850978079807851,0.0550191606011026
79,1.253609975255837,1.1709267328957769,-0.8123103124010629,0.9832762841673444,0.485199158798694,0.04515012533173968
80,0.9175326262913391,0.03520660296489485,-0.2286225418077695,-0.5413507945206815,3.058765437201292,2.329831790189258
81,-0.3448815782901764,-0.20724371903819,-0.06676617341829318,-0.2748793349788617,0.9014683922520086,1.2639759810980615
82,-0.6116563586386876,-0.2327171314073704,0.2216413863625369,0.1273322945308799,-0.7051847894976264,-0.7345036609479318
83,-0.9561825633691718,-0.09732493545150478,0.024203775024331523,0.1466275382187155,-0.8410200130455502,-0.9121462957964646
84,-0.345024348595612,0.4559411309388759,-0.19578596867280007,0.8710750839032138,-0.36778762133020304,-0.43349808523236244
85,-0.4872213288190283,-0.06924025240064573,-0.14135399714679317,0.8176193539241767,-0.36778762133020304,-0.43349808523236244
86,-0.5714413238981785,-0.8582907144676394,0.2825295327668988,-0.036704916741483996,-0.36778762133020304,-0.43349808523236244
87,0.1512275300708688,-0.06861656677762605,-0.18065237666477718,0.49133048509809096,0.6035072567275309,0.6422267591281969
88,0.2601730197548431,0.6370400608045581,-0.37639827311640944,-0.35207657578646206,0.08937823856764764,0.27707245416176857
89,-0.5051002341935169,-0.22364470419024934,0.4064710965216251,-0.9609549149994392,-0.5007016572749456,-0.41869453232831805
90,-0.6949030818858792,-0.43403099552249047,0.7351771069819019,-0.47852791152172613,-0.7928204175930611,-0.43349808523236244
91,0.5616432448227509,0.4330285832299899,-0.2597735745289959,0.10831369950838068,0.5231745976400491,0.7063754883790561
92,-0.7754870322799665,-0.5288045525546036,0.05964572082758104,-0.15734633343483873,-0.6087855985926484,-0.7443726962172947
93,-0.27043689738628646,0.4581724430909769,-0.16381892887292368,0.17112327312186443,0.18577742947262565,-0.43349808523236244
94,-0.4557174318906443,-0.46201068214697016,0.0097066057082654,-0.9560968950649668,-0.48171393785426814,-0.5075158497525845
95,-0.10197755568042773,-0.6371781478869182,-0.2453707910756194,-0.6674527542845355,1.1614540889351315,0.7409171118218263
96,-0.3961378154033146,-1.0295201767311284,0.2952642018762977,2.891285288419961,-0.04499639117868553,0.12410240748664313
97,-0.19377237843960232,-0.45463889288720505,0.3068333779791553,-0.4245261041657119,0.12735367740900255,0.04021560769705821
98,-0.4849202290904737,-0.1840988003125952,-0.08690779232418208,-1.1634949504419436,-0.658445787846728,-0.86280111944965
99,-0.787643554509621,-0.9966444874027759,0.023516945317333247,0.5951261232641568,-0.36778762133020304,-0.43349808523236244
100,0.008709378192995644,-0.6643341135593085,-0.2745587258405308,-0.10886317244032842,1.767600516595221,2.413718589978843
101,1.2523926996687582,0.973093879405255,-1.0462192025043686,-1.1077102769182376,-0.36778762133020304,0.06488819587046554
102,-0.4301385360791486,-0.019802929429855946,-0.13359608227572958,-0.3691303729041089,-0.36778762133020304,-0.5469919908300361
103,5.239302233916299,1.1850291075761135,-1.2617000754152625,1.7547497739675817,-0.06982648580572538,1.62913028606449
104,0.016291792076170968,-0.18880772583339048,-0.2229366282805217,0.9271411935959275,-0.37070880893338426,-0.41869453232831805
105,1.364855242429939,0.8922590383014319,-1.02964053798533,1.5377226462119031,1.1877447773637617,-0.43349808523236244
106,0.13493815863708686,-0.5492401434698235,0.29137953127956134,0.03703034463006488,-0.6058644109894672,0.22279276018027241
107,-0.12080332976292782,0.5690014897565527,-0.08754791329331842,-0.2950095923495672,-0.5415982837194818,-0.7098310727745245
108,1.533079081148453,1.0830215889533354,-1.042393054775788,1.2871001978513348,0.15948674104399532,1.7426241916621636
109,0.09915662304076124,-0.475709281798236,-0.26912933211545026,0.9173564278349405,0.17701386666308228,-0.19664123876765213
110,2.588468402230378,0.7557498069706684,-0.8578016619232328,0.9359259060748397,-0.11656548745662369,1.5797851097176754
111,-0.44962102144490573,-0.14217286340165863,0.15680258018632576,-0.9506182666454581,-0.36778762133020304,-0.8085214254681539
112,-0.5021118461163769,-0.6028268761038349,0.27052895691459433,-0.7770535736242008,-0.6350762870212788,-0.8035869078334723
113,-0.5598598175014394,0.10812537846656126,0.442142390412091,-0.572751083412883,-0.3020609002586271,-0.6851584846011172
114,1.4785126127826491,0.20256562068864772,-0.7546666892628495,-0.9887009444391615,-0.36778762133020304,2.255814025669036
115,-0.4896377955677321,-0.93056794389705,-0.1541099903088662,-0.014492552429830233,-0.48463512545744925,-0.023933121553800837
116,0.10469800652288712,-0.2079148618171373,0.23488812979125495,-0.9328658142547029,-0.1618438953059317,-0.4433671205017254
117,-0.3069855293311409,-0.05719520045494632,-0.46756460010641504,-1.2491648362737056,-0.4583444370288189,-0.43349808523236244
118,-0.4878376896396113,0.7748505623080433,0.3416561508439154,-0.9051143459057293,-0.42621137339382614,-0.7641107667560206
119,-0.6013287352814819,-0.9237223198702434,0.8573375096222692,0.06272616822585307,1.9998349310481232,3.5881337870330317
120,-0.7357659358121394,-1.3556817964589345,0.5533211335657575,-0.9073865867647514,-0.6233915366085541,-0.6999620375051616
121,0.017203819399460266,-0.8320759941137345,0.28357241759750257,0.7872728167835005,0.5538470674734512,1.1998272518472026
122,-0.27043689738628646,0.4581724430909769,-0.16381892887292368,0.17112327312186443,-0.5605860031401593,-0.43349808523236244
123,-0.3448815782901764,-0.20724371903819,-0.06676617341829318,-0.2748793349788617,-0.063984110599363,0.43497701847157544
124,-0.0752186005581842,0.02028890606059124,-0.24673302647365863,-0.4544657907869564,-0.36778762133020304,-0.42362904996299955
125,0.013617600825754297,0.23791705499618768,-0.16410698060871112,-0.6591854360945931,-0.36778762133020304,-0.5765990966381249
126,-0.47593728473960795,0.22315899763545263,-0.45159412698361023,0.5031688380701147,0.163868522448767,-0.6506168611583469
127,-0.1221001885889589,0.038340181407914606,0.3982167688878167,-0.13565927533229416,-0.3152062444729424,-0.6654204140623913
128,0.11696326606580719,-0.004986511011174769,-0.3212957932117463,-0.2681585508976457,0.010506173281756372,-0.05354022736188963
129,1.2753828318965896,-0.010352185170789601,-0.819948952963428,-0.6963711595034775,-0.36778762133020304,-0.43349808523236244
130,-0.3448815782901764,-0.20724371903819,-0.06676617341829318,-0.2748793349788617,0.0017426104722129902,0.7409171118218263
131,-0.4928437957159539,-0.699387036719433,-0.3674232681602664,-0.23186058665236495,-0.7124877585055793,-0.724634625678569
132,-0.3448815782901764,-0.20724371903819,-0.06676617341829318,-0.2748793349788617,1.1161756810858237,0.14384047802536898
133,-0.651563011881067,-1.0893450831442129,1.1460171120411518,-0.8066735406203873,-0.24217655439341348,-0.4976468144832215
134,-0.6640672321866057,-0.9934264151498163,0.5932866179818974,0.8269762876618262,-0.7986627927994234,-0.4631051910404512
135,0.08164568934238631,-0.32885105975241635,-0.19401587266645692,-0.4961969872639845,-0.36778762133020304,-0.29039707382659996
136,0.11088894184289581,-0.4541684191943183,-0.4423753477507048,4.856356077914117,2.652720360359111,0.3412211834126276
137,-0.37761835913323516,-0.39260587753430465,-0.18534917825858765,-0.7978335889094486,1.1526905261255882,1.4662912041200016
138,2.5022325377543333,6.854136550653983,7.995602593936382,3.7818800885265476,-0.36340583992543135,-0.16209961532488187
139,-0.529462049653594,-0.12974557041735135,0.5650661138816007,-0.9638293011474746,-0.27869139943317794,0.4793876771837086
140,-0.22611468280253155,0.9229525394620824,-0.16735844472261044,-0.20243074460180396,0.03825745551197743,-0.7493072138519762
141,-0.15652889314431997,-0.2476734825049321,0.07218157480957758,0.9599058891611303,-0.46856859363995296,-0.7048965551398431
142,-0.4329532327139534,0.3686869915270773,0.284425279030397,-1.035587677598915,-0.36340583992543135,-0.3989564617895922
143,0.27898128447524073,0.2572048665041899,-0.14819816198534944,-0.43466728470896737,2.6965381744068284,2.53708153084588
144,-0.3448815782901764,-0.20724371903819,-0.06676617341829318,-0.2748793349788617,0.8620323596090632,0.5386018887998862
145,0.44529555174292973,-0.4212031682150479,-0.21185938668521803,0.039875361205631885,1.3191982195069136,1.6538028742378974
146,-0.4657623864264681,-0.0083627608338795,0.06762822149933764,1.6227186651272958,-0.215885865964783,-0.8134559431028353
147,-0.3983046831213116,-0.680667390652787,0.10765341475526509,-0.5862432442315164,0.009045579480165877,0.1981201720068651
148,0.03868747448336136,-0.07243215055561059,-0.24956009185530617,-0.797670556524002,0.4019453121080313,0.5534054417039306
149,-0.5739148471133408,0.36221460283277845,1.1272379645817325,0.36727319490984484,-0.620470349005373,-0.7098310727745245
150,-0.4124432179271211,0.3869821970446046,-0.312283795358162,-0.44135334963890704,-0.36778762133020304,-0.6012716848115323
151,-0.1580504159857167,0.04882962195512018,-0.3903227901846933,-0.027240347280921808,-0.3736299965365654,-0.20157575640233358
152,2.1878308745624206,1.3225283372674794,-1.2413989230127438,2.008091634794871,0.060166362535836085,0.06488819587046554
153,-0.5860884193290866,-0.781751674545684,0.6117032340287331,-0.058889597082393386,-0.6949606328864925,-0.5864681319074879
154,0.06272398110916075,1.1522785627294396,-0.6943533087033662,-0.10730003325724423,-0.21296467836160193,-0.5617955437340806
155,4.2696755255993635,1.3923017128392015,-1.259721074295738,1.7788462262853684,2.4686855413586986,2.877563247638901
156,-0.3184451129542528,0.39275811780001135,0.26140994234171155,-0.14316820548993608,0.17701386666308228,-0.6456823435236655
157,-0.16117526752669367,1.1238799930671008,-0.5889699215088311,-0.6118787794218278,0.7291183236643205,-0.14729606242083748
158,-0.44031773446148603,0.14378776827749234,0.07365040722472077,0.7742907609188232,-0.18813458373456207,-0.6456823435236655
159,-0.46141149674025134,-0.0223638102078062,-0.293353499583277,-0.5988197291418695,-0.09611717423435574,-0.6062062024462137
160,-0.49631551432755716,-0.04676293451364703,0.45213837195617046,-0.9944587814018783,0.24274058773465826,0.9432323348437663
161,-0.8376920955575934,-1.1245236159711,0.1984829149627775,-0.5037877781956609,-0.35902405852065966,-0.7394381785826133
162,0.10469800652288712,-0.2079148618171373,0.23488812979125495,-0.9328658142547029,-0.5810343163624274,-0.44830163813640683
163,-0.1643783202891744,0.9606942248612561,-0.6828488617558993,-0.3599998479473871,-0.5576648155369781,-0.9022772605271017
164,2.0396914267812902,0.5480896541745772,-0.8652900021951825,1.852502109112703,0.1682503038535389,2.162058190610088
165,-0.6119089210257086,-0.9947010224402577,0.03903498678377231,0.9173007096626257,-0.3692482151317937,-0.18677220349828919
166,-0.6209659786493029,-0.08822807133882705,-0.007328433029139866,0.7294968249998754,0.08353586336128524,-0.5420574731953547
167,-0.6116563586386876,-0.2327171314073704,0.2216413863625369,0.1273322945308799,-0.5313741271083477,-0.7542417314866577
168,-0.34235348057901777,0.0541864227693345,0.1089716679975678,-0.9178351814089553,-0.07859004861526876,-0.43349808523236244
169,-0.6116563586386876,-0.2327171314073704,0.2216413863625369,0.1273322945308799,0.016348548488118765,-0.21144479167169652
170,-0.7030425390701746,-0.984547028186121,0.5469396546914399,-0.07601789513574793,-0.564967784544931,-0.43349808523236244
171,3.7671877999212557,1.6788849267899935,-1.3423135977224117,1.125610006219026,2.1882515314533073,1.5255054157361794
172,0.10724829980384035,-0.3497484911392536,-0.4058671010216429,-0.4349706233775549,-0.35026049571111617,-0.43349808523236244
